Y,X,Z,Omega,psi,U,V
0.1550387597,0.7829457364,0,0.2950534434,-0.0024056047,-0.0323590436,-0.02334544
0.1550387597,0.7906976744,0,0.2916465702,-0.0022266376,-0.0302085008,-0.0228163344
0.1550387597,0.7984496124,0,0.2879303129,-0.0020520422,-0.0280967168,-0.0222179297
0.1550387597,0.8062015504,0,0.2838864203,-0.001882346,-0.0260296311,-0.0215527935
0.1550387597,0.8139534884,0,0.2794964357,-0.0017180551,-0.0240130006,-0.0208239064
0.1550387597,0.8217054264,0,0.2747416754,-0.0015596507,-0.0220523694,-0.0200346687
0.1550387597,0.8294573643,0,0.2696031952,-0.0014075862,-0.0201530379,-0.019188905
0.1550387597,0.8372093023,0,0.2640617436,-0.0012622834,-0.0183200333,-0.0182908696
0.1550387597,0.8449612403,0,0.2580977022,-0.0011241298,-0.0165580812,-0.0173452518
0.1550387597,0.8527131783,0,0.2516910146,-0.0009934745,-0.0148715778,-0.0163571799
0.1550387597,0.8604651163,0,0.2448211043,-0.0008706254,-0.0132645642,-0.0153322277
0.1550387597,0.8682170543,0,0.2374667846,-0.0007558454,-0.0117407028,-0.0142764181
0.1550387597,0.8759689922,0,0.2296061613,-0.0006493487,-0.0103032554,-0.0131962331
0.1550387597,0.8837209302,0,0.2212165329,-0.0005512977,-0.0089550649,-0.0120986117
0.1550387597,0.8914728682,0,0.2122742873,-0.0004617992,-0.0076985395,-0.0109909813
0.1550387597,0.8992248062,0,0.2027548097,-0.0003809005,-0.0065356406,-0.0098812038
0.1550387597,0.9069767442,0,0.1926323826,-0.0003085859,-0.0054678754,-0.0087777515
0.1550387597,0.9147286822,0,0.1818801332,-0.0002447727,-0.0044962935,-0.007689283
0.1550387597,0.9224806202,0,0.1704699274,-0.0001893075,-0.0036214895,-0.0066257944
0.1550387597,0.9302325581,0,0.1583724457,-0.0001419617,-0.0028436111,-0.0055956511
0.1550387597,0.9379844961,0,0.145556969,-0.0001024279,-0.0021623743,-0.0046134052
0.1550387597,0.9457364341,0,0.1319918669,-7.0315479965E-05,-0.0015770863,-0.0036793809
0.1550387597,0.9534883721,0,0.1176438553,-0.000045146,-0.0010866768,-0.0028331659
0.1550387597,0.9612403101,0,0.1024797066,-0.000026349,-0.0006897387,-0.0020136211
0.1550387597,0.9689922481,0,0.0864638029,-1.3257553696E-05,-0.0003845803,-0.0014254095
0.1550387597,0.976744186,0,0.0695651071,-5.103545827E-06,-0.0001692876,-0.0005794507
0.1550387597,0.984496124,0,0.0516987581,-1.013269996E-06,-4.1799470013E-05,-0.0008050191
0.1550387597,0.992248062,0,0.0339774188,0,0,0.0010194359
0.1627906977,0,0,0.1386216954,0,0,-0.0035586077
0.1627906977,0.007751938,0,0.1475242133,-4.156244202E-06,-7.803948911E-05,0.0028682562
0.1627906977,0.015503876,0,0.1565955441,-0.000017141,-0.00030511,0.0015874015
0.1627906977,0.023255814,0,0.1645888455,-0.000039395,-0.0006743654,0.0037421372
0.1627906977,0.0310077519,0,0.1716703089,-7.1231791573E-05,-0.001179278,0.0046360115
0.1627906977,0.0387596899,0,0.1779293768,-0.0001128533,-0.0018135993,0.0060433762
0.1627906977,0.0465116279,0,0.1834588851,-0.0001643599,-0.0025713089,0.0072688613
0.1627906977,0.0542635659,0,0.1883468005,-0.0002257615,-0.0034465792,0.0085623
0.1627906977,0.0620155039,0,0.19267644,-0.0002969872,-0.004433739,0.0098142469
0.1627906977,0.0697674419,0,0.1965264437,-0.0003778946,-0.0055272457,0.0110541463
0.1627906977,0.0775193798,0,0.1999701479,-0.000468279,-0.0067216607,0.0122599427
0.1627906977,0.0852713178,0,0.2030756188,-0.0005678814,-0.0080116302,0.0134306938
0.1627906977,0.0930232558,0,0.2059053972,-0.0006763961,-0.0093918698,0.0145587242
0.1627906977,0.1007751938,0,0.2085165022,-0.0007934777,-0.0108571538,0.015640151
0.1627906977,0.1085271318,0,0.2109603973,-0.0009187476,-0.0124023063,0.0166707549
0.1627906977,0.1162790698,0,0.2132830564,-0.0010517997,-0.0140221964,0.0176474517
0.1627906977,0.1240310078,0,0.2155250575,-0.0011922054,-0.0157117347,0.0185676285
0.1627906977,0.1317829457,0,0.2177217289,-0.0013395186,-0.0174658721,0.0194292999
0.1627906977,0.1395348837,0,0.2199033285,-0.0014932797,-0.0192795997,0.0202309562
0.1627906977,0.1472868217,0,0.2220952585,-0.001653019,-0.0211479499,0.0209715349
0.1627906977,0.1550387597,0,0.2243183065,-0.0018182602,-0.0230659977,0.0216503506
0.1627906977,0.1627906977,0,0.2265889106,-0.0019885228,-0.025028863,0.0222670469
0.1627906977,0.1705426357,0,0.2289194424,-0.002163325,-0.0270317125,0.0228215456
0.1627906977,0.1782945736,0,0.2313185054,-0.0023421849,-0.0290697622,0.0233140027
0.1627906977,0.1860465116,0,0.2337912427,-0.002524623,-0.0311382791,0.0237447683
0.1627906977,0.1937984496,0,0.236339652,-0.0027101628,-0.0332325831,0.0241143501
0.1627906977,0.2015503876,0,0.2389629041,-0.0028983324,-0.0353480488,0.0244233809
0.1627906977,0.2093023256,0,0.2416576605,-0.0030886652,-0.0374801061,0.0246725908
0.1627906977,0.2170542636,0,0.2444183888,-0.0032807007,-0.0396242416,0.0248627817
0.1627906977,0.2248062016,0,0.2472376723,-0.0034739844,-0.0417759989,0.0249948065
0.1627906977,0.2325581395,0,0.2501065114,-0.003668069,-0.0439309788,0.0250695506
0.1627906977,0.2403100775,0,0.2530146154,-0.0038625139,-0.0460848393,0.0250879175
0.1627906977,0.2480620155,0,0.2559506819,-0.0040568857,-0.0482332956,0.0250508162
0.1627906977,0.2558139535,0,0.2589026626,-0.0042507577,-0.0503721194,0.0249591522
0.1627906977,0.2635658915,0,0.2618580148,-0.0044437106,-0.0524971386,0.0248138207
0.1627906977,0.2713178295,0,0.2648039361,-0.0046353317,-0.0546042373,0.0246157017
0.1627906977,0.2790697674,0,0.2677275825,-0.0048252152,-0.0566893546,0.0243656579
0.1627906977,0.2868217054,0,0.2706162691,-0.0050129619,-0.0587484851,0.0240645341
0.1627906977,0.2945736434,0,0.273457652,-0.0051981789,-0.0607776783,0.0237131582
0.1627906977,0.3023255814,0,0.2762398924,-0.00538048,-0.0627730392,0.023312344
0.1627906977,0.3100775194,0,0.2789518022,-0.0055594849,-0.0647307283,0.0228628952
0.1627906977,0.3178294574,0,0.2815829703,-0.0057348199,-0.066646963,0.0223656108
0.1627906977,0.3255813953,0,0.2841238711,-0.005906117,-0.0685180181,0.0218212911
0.1627906977,0.3333333333,0,0.2865659555,-0.006073015,-0.070340228,0.0212307448
0.1627906977,0.3410852713,0,0.288901723,-0.0062351586,-0.0721099886,0.0205947969
0.1627906977,0.3488372093,0,0.2911247779,-0.006392199,-0.0738237597,0.0199142965
0.1627906977,0.3565891473,0,0.2932298682,-0.0065437945,-0.0754780683,0.019190126
0.1627906977,0.3643410853,0,0.2952129097,-0.0066896099,-0.0770695121,0.0184232094
0.1627906977,0.3720930233,0,0.2970709938,-0.0068293177,-0.0785947636,0.0176145221
0.1627906977,0.3798449612,0,0.2988023826,-0.006962598,-0.0800505747,0.0167650989
0.1627906977,0.3875968992,0,0.3004064893,-0.0070891393,-0.0814337818,0.0158760437
0.1627906977,0.3953488372,0,0.3018838471,-0.0072086389,-0.0827413116,0.0149485379
0.1627906977,0.4031007752,0,0.3032360665,-0.0073208035,-0.0839701873,0.0139838484
0.1627906977,0.4108527132,0,0.3044657813,-0.0074253501,-0.0851175348,0.0129833364
0.1627906977,0.4186046512,0,0.3055765862,-0.0075220067,-0.0861805904,0.0119484637
0.1627906977,0.4263565891,0,0.3065729645,-0.0076105129,-0.0871567076,0.0108808006
0.1627906977,0.4341085271,0,0.3074602088,-0.0076906209,-0.0880433658,0.0097820315
0.1627906977,0.4418604651,0,0.3082443348,-0.0077620966,-0.0888381777,0.0086539603
0.1627906977,0.4496124031,0,0.3089319891,-0.0078247201,-0.0895388984,0.0074985155
0.1627906977,0.4573643411,0,0.3095303525,-0.0078782872,-0.0901434342,0.0063177539
0.1627906977,0.4651162791,0,0.3100470386,-0.00792261,-0.0906498515,0.0051138631
0.1627906977,0.4728682171,0,0.3104899899,-0.0079575181,-0.0910563859,0.0038891642
0.1627906977,0.480620155,0,0.3108673718,-0.0079828597,-0.091361452,0.0026461122
0.1627906977,0.488372093,0,0.3111874645,-0.0079985024,-0.0915636525,0.0013872961
0.1627906977,0.496124031,0,0.3114585553,-0.0080043344,-0.0916617877,0.000115438
0.1627906977,0.503875969,0,0.3116888305,-0.0080002658,-0.091654865,-0.0011666093
0.1627906977,0.511627907,0,0.3118862693,-0.0079862288,-0.0915421082,-0.0024558654
0.1627906977,0.519379845,0,0.3120585385,-0.0079621797,-0.0913229666,-0.0037492273
0.1627906977,0.5271317829,0,0.3122128911,-0.007928099,-0.0909971236,-0.0050434742
0.1627906977,0.5348837209,0,0.3123560676,-0.0078839926,-0.0905645059,-0.0063352749
0.1627906977,0.5426356589,0,0.3124942014,-0.0078298929,-0.090025291,-0.0076211953
0.1627906977,0.5503875969,0,0.3126327294,-0.0077658589,-0.0893799155,-0.0088977078
0.1627906977,0.5581395349,0,0.312776308,-0.0076919775,-0.0886290819,-0.0101612012
0.1627906977,0.5658914729,0,0.312928735,-0.007608364,-0.0877737652,-0.0114079923
0.1627906977,0.5736434109,0,0.3130928783,-0.0075151623,-0.086815219,-0.0126343378
0.1627906977,0.5813953488,0,0.3132706115,-0.0074125454,-0.0857549804,-0.0138364484
0.1627906977,0.5891472868,0,0.3134627576,-0.0073007162,-0.0845948745,-0.0150105032
0.1627906977,0.5968992248,0,0.3136690403,-0.0071799069,-0.0833370173,-0.0161526645
0.1627906977,0.6046511628,0,0.3138880442,-0.0070503796,-0.0819838182,-0.0172590953
0.1627906977,0.6124031008,0,0.3141171831,-0.0069124262,-0.0805379812,-0.0183259755
0.1627906977,0.6201550388,0,0.3143526782,-0.0067663679,-0.0790025049,-0.0193495207
0.1627906977,0.6279069767,0,0.3145895442,-0.0066125553,-0.0773806813,-0.0203260006
0.1627906977,0.6356589147,0,0.3148215857,-0.0064513672,-0.0756760929,-0.0212517583
0.1627906977,0.6434108527,0,0.3150414024,-0.0062832109,-0.0738926091,-0.0221232305
0.1627906977,0.6511627907,0,0.315240403,-0.0061085206,-0.0720343805,-0.0229369675
0.1627906977,0.6589147287,0,0.3154088285,-0.0059277568,-0.070105832,-0.0236896541
0.1627906977,0.6666666667,0,0.3155357839,-0.0057414051,-0.0681116544,-0.0243781301
0.1627906977,0.6744186047,0,0.3156092781,-0.0055499749,-0.0660567941,-0.0249994114
0.1627906977,0.6821705426,0,0.315616271,-0.0053539981,-0.0639464414,-0.0255507111
0.1627906977,0.6899224806,0,0.3155427286,-0.0051540274,-0.0617860169,-0.0260294597
0.1627906977,0.6976744186,0,0.3153736833,-0.0049506341,-0.0595811566,-0.0264333258
0.1627906977,0.7054263566,0,0.3150933005,-0.0047444072,-0.057337695,-0.026760236
0.1627906977,0.7131782946,0,0.3146849487,-0.0045359503,-0.0550616466,-0.0270083946
0.1627906977,0.7209302326,0,0.3141312742,-0.0043258798,-0.0527591857,-0.027176302
0.1627906977,0.7286821705,0,0.3134142771,-0.0041148227,-0.0504366251,-0.0272627734
0.1627906977,0.7364341085,0,0.3125153882,-0.0039034138,-0.0481003924,-0.0272669553
0.1627906977,0.7441860465,0,0.3114155467,-0.0036922932,-0.0457570056,-0.027188342
0.1627906977,0.7519379845,0,0.3100952745,-0.0034821035,-0.043413047,-0.0270267913
0.1627906977,0.7596899225,0,0.308534749,-0.0032734869,-0.0410751359,-0.0267825379
0.1627906977,0.7674418605,0,0.3067138701,-0.0030670825,-0.0387498999,-0.0264562069
0.1627906977,0.7751937984,0,0.3046123218,-0.0028635226,-0.0364439458,-0.0260488257
0.1627906977,0.7829457364,0,0.3022096263,-0.0026634304,-0.0341638291,-0.0255618343
0.1627906977,0.7906976744,0,0.2994851892,-0.0024674161,-0.0319160228,-0.0249970953
0.1627906977,0.7984496124,0,0.296418335,-0.0022760736,-0.0297068864,-0.0243569021
0.1627906977,0.8062015504,0,0.2929883319,-0.0020899776,-0.027542634,-0.0236439864
0.1627906977,0.8139534884,0,0.2891744036,-0.0019096799,-0.0254293023,-0.0228615244
0.1627906977,0.8217054264,0,0.2849557302,-0.0017357058,-0.0233727192,-0.0220131427
0.1627906977,0.8294573643,0,0.2803114354,-0.0015685507,-0.021378473,-0.0211029229
0.1627906977,0.8372093023,0,0.2752205605,-0.0014086768,-0.0194518817,-0.0201354057
0.1627906977,0.8449612403,0,0.2696620269,-0.001256509,-0.0175979637,-0.0191155951
0.1627906977,0.8527131783,0,0.2636145861,-0.001112432,-0.0158214103,-0.0180489612
0.1627906977,0.8604651163,0,0.2570567593,-0.0009767859,-0.0141265589,-0.0169414444
0.1627906977,0.8682170543,0,0.2499667684,-0.000849863,-0.0125173695,-0.0157994569
0.1627906977,0.8759689922,0,0.24232246,-0.0007319043,-0.0109974025,-0.0146298911
0.1627906977,0.8837209302,0,0.2341012263,-0.0006230953,-0.0095698003,-0.0134401113
0.1627906977,0.8914728682,0,0.225279923,-0.0005235624,-0.0082372712,-0.0122379896
0.1627906977,0.8992248062,0,0.2158347976,-0.0004333695,-0.0070020783,-0.0110318288
0.1627906977,0.9069767442,0,0.2057414091,-0.0003525136,-0.0058660315,-0.0098305819
0.1627906977,0.9147286822,0,0.1949745979,-0.0002809215,-0.0048304847,-0.0086432987
0.1627906977,0.9224806202,0,0.1835083964,-0.0002184453,-0.0038963386,-0.0074805964
0.1627906977,0.9302325581,0,0.1713161327,-0.0001648589,-0.0030640494,-0.0063508335
0.1627906977,0.9379844961,0,0.1583702214,-0.000119854,-0.0023336435,-0.0052701501
0.1627906977,0.9457364341,0,0.1446427007,-8.3035570968E-05,-0.0017047405,-0.0042362063
0.1627906977,0.9534883721,0,0.1301044558,-5.3918266212E-05,-0.001176584,-0.0032969529
0.1627906977,0.9612403101,0,0.1147270195,-0.000031922,-0.0007480806,-0.0023706052
0.1627906977,0.9689922481,0,0.0984800718,-1.6367820213E-05,-0.0004178498,-0.0017169524
0.1627906977,0.976744186,0,0.0813382838,-0.000006474,-0.0001842832,-0.0007034539
0.1627906977,0.984496124,0,0.0632238121,-1.352100634E-06,-4.5613372209E-05,-0.0010355787
0.1627906977,0.992248062,0,0.0452541573,0,0,0.0013047406
0.1705426357,0,0,0.1593531117,0,0,-0.0040695297
0.1705426357,0.007751938,0,0.1672959674,-4.779368587E-06,-8.2709297639E-05,0.0032826351
0.1705426357,0.015503876,0,0.175403567,-1.9576176793E-05,-0.0003231047,0.0017976048
0.1705426357,0.023255814,0,0.1824561128,-4.4775419497E-05,-0.0007136559,0.0042302146
0.1705426357,0.0310077519,0,0.1886190789,-8.0637468642E-05,-0.0012471612,0.0052084384
0.1705426357,0.0387596899,0,0.1939789883,-0.0001273131,-0.0019167183,0.0067650579
0.1705426357,0.0465116279,0,0.1986271509,-0.0001848538,-0.0027156794,0.0081063162
0.1705426357,0.0542635659,0,0.2026495189,-0.0002532219,-0.00363762,0.0095199034
0.1705426357,0.0620155039,0,0.2061277251,-0.0003323002,-0.0046763067,0.0108821466
0.1705426357,0.0697674419,0,0.2091387715,-0.0004219014,-0.005825671,0.0122281196
0.1705426357,0.0775193798,0,0.2117545439,-0.0005217768,-0.0070797856,0.0135337807
0.1705426357,0.0852713178,0,0.2140418054,-0.000631624,-0.0084328452,0.0147990844
0.1705426357,0.0930232558,0,0.2160619649,-0.0007510949,-0.0098791509,0.0160161305
0.1705426357,0.1007751938,0,0.2178710718,-0.000879802,-0.011413097,0.0171812242
0.1705426357,0.1085271318,0,0.2195197805,-0.0010173252,-0.0130291615,0.0182901649
0.1705426357,0.1162790698,0,0.2210534084,-0.0011632175,-0.0147218983,0.0193399435
0.1705426357,0.1240310078,0,0.2225120199,-0.0013170097,-0.0164859322,0.0203279951
0.1705426357,0.1317829457,0,0.2239305626,-0.0014782157,-0.0183159547,0.0212523898
0.1705426357,0.1395348837,0,0.2253390353,-0.0016463359,-0.0202067222,0.0221116689
0.1705426357,0.1472868217,0,0.2267626917,-0.0018208614,-0.0221530539,0.0229048227
0.1705426357,0.1550387597,0,0.2282222702,-0.0020012769,-0.0241498314,0.0236312185
0.1705426357,0.1627906977,0,0.2297342489,-0.0021870635,-0.0261919988,0.0242905539
0.1705426357,0.1705426357,0,0.2313111196,-0.0023777012,-0.0282745624,0.0248828061
0.1705426357,0.1782945736,0,0.2329616763,-0.0025726707,-0.0303925911,0.0254081874
0.1705426357,0.1860465116,0,0.2346913167,-0.0027714549,-0.0325412171,0.0258671055
0.1705426357,0.1937984496,0,0.2365023507,-0.0029735408,-0.0347156353,0.0262601264
0.1705426357,0.2015503876,0,0.2383943126,-0.0031784201,-0.036911104,0.0265879422
0.1705426357,0.2093023256,0,0.2403642758,-0.0033855905,-0.0391229448,0.0268513423
0.1705426357,0.2170542636,0,0.2424071643,-0.0035945558,-0.0413465419,0.0270511884
0.1705426357,0.2248062016,0,0.2445160601,-0.0038048269,-0.0435773419,0.0271883929
0.1705426357,0.2325581395,0,0.2466825031,-0.0040159218,-0.0458108532,0.0272639005
0.1705426357,0.2403100775,0,0.248896782,-0.0042273661,-0.0480426452,0.0272786735
0.1705426357,0.2480620155,0,0.2511482127,-0.0044386926,-0.0502683472,0.0272336792
0.1705426357,0.2558139535,0,0.2534254051,-0.0046494417,-0.0524836476,0.0271298806
0.1705426357,0.2635658915,0,0.2557165136,-0.0048591614,-0.0546842934,0.0269682297
0.1705426357,0.2713178295,0,0.2580094725,-0.0050674067,-0.0568660886,0.026749663
0.1705426357,0.2790697674,0,0.2602922143,-0.0052737401,-0.059024894,0.0264750989
0.1705426357,0.2868217054,0,0.2625528702,-0.005477731,-0.0611566268,0.0261454377
0.1705426357,0.2945736434,0,0.2647799519,-0.0056789557,-0.0632572597,0.0257615628
0.1705426357,0.3023255814,0,0.2669625153,-0.0058769972,-0.0653228213,0.0253243437
0.1705426357,0.3100775194,0,0.2690903045,-0.0060714455,-0.0673493964,0.0248346403
0.1705426357,0.3178294574,0,0.2711538773,-0.006261897,-0.0693331265,0.0242933089
0.1705426357,0.3255813953,0,0.273144712,-0.0064479548,-0.071270211,0.0237012083
0.1705426357,0.3333333333,0,0.2750552949,-0.0066292287,-0.073156909,0.0230592077
0.1705426357,0.3410852713,0,0.2768791909,-0.0068053352,-0.0749895407,0.0223681945
0.1705426357,0.3488372093,0,0.2786110947,-0.0069758981,-0.0767644905,0.0216290836
0.1705426357,0.3565891473,0,0.2802468673,-0.007140548,-0.0784782098,0.020842826
0.1705426357,0.3643410853,0,0.281783554,-0.0072989234,-0.0801272206,0.0200104185
0.1705426357,0.3720930233,0,0.2832193884,-0.0074506706,-0.0817081196,0.0191329133
0.1705426357,0.3798449612,0,0.2845537812,-0.0075954441,-0.0832175827,0.0182114272
0.1705426357,0.3875968992,0,0.2857872954,-0.0077329077,-0.0846523704,0.0172471515
0.1705426357,0.3953488372,0,0.2869216087,-0.0078627345,-0.0860093333,0.0162413606
0.1705426357,0.4031007752,0,0.287959464,-0.007984608,-0.0872854182,0.0151954213
0.1705426357,0.4108527132,0,0.2889046095,-0.0080982225,-0.0884776748,0.014110801
0.1705426357,0.4186046512,0,0.2897617281,-0.0082032842,-0.089583263,0.0129890755
0.1705426357,0.4263565891,0,0.2905363588,-0.008299512,-0.0905994603,0.0118319366
0.1705426357,0.4341085271,0,0.2912348099,-0.0083866382,-0.0915236696,0.0106411982
0.1705426357,0.4418604651,0,0.2918640657,-0.00846441,-0.0923534278,0.0094188026
0.1705426357,0.4496124031,0,0.2924316868,-0.0085325897,-0.0930864144,0.0081668249
0.1705426357,0.4573643411,0,0.2929457059,-0.0085909567,-0.0937204603,0.0068874779
0.1705426357,0.4651162791,0,0.29341452,-0.0086393077,-0.094253557,0.0055831143
0.1705426357,0.4728682171,0,0.2938467791,-0.0086774584,-0.0946838663,0.0042562297
0.1705426357,0.480620155,0,0.2942512729,-0.0087052444,-0.0950097294,0.002909463
0.1705426357,0.488372093,0,0.2946368173,-0.0087225221,-0.095229677,0.001545597
0.1705426357,0.496124031,0,0.2950121392,-0.0087291705,-0.0953424388,0.0001675569
0.1705426357,0.503875969,0,0.2953857633,-0.0087250912,-0.095346953,-0.0012215918
0.1705426357,0.511627907,0,0.2957658992,-0.0087102106,-0.0952423762,-0.0026186468
0.1705426357,0.519379845,0,0.2961603322,-0.0086844802,-0.0950280929,-0.0040202737
0.1705426357,0.5271317829,0,0.2965763154,-0.0086478779,-0.0947037243,-0.0054230116
0.1705426357,0.5348837209,0,0.2970204674,-0.0086004089,-0.0942691378,-0.0068232804
0.1705426357,0.5426356589,0,0.2974986731,-0.0085421065,-0.0937244555,-0.0082173892
0.1705426357,0.5503875969,0,0.2980159907,-0.0084730332,-0.0930700622,-0.0096015456
0.1705426357,0.5581395349,0,0.2985765645,-0.0083932811,-0.0923066132,-0.0109718666
0.1705426357,0.5658914729,0,0.2991835437,-0.0083029727,-0.0914350414,-0.0123243905
0.1705426357,0.5736434109,0,0.2998390089,-0.0082022617,-0.090456564,-0.0136550902
0.1705426357,0.5813953488,0,0.3005439064,-0.0080913328,-0.0893726876,-0.0149598872
0.1705426357,0.5891472868,0,0.3012979901,-0.007970403,-0.0881852135,-0.0162346672
0.1705426357,0.5968992248,0,0.3020997726,-0.0078397208,-0.0868962417,-0.0174752966
0.1705426357,0.6046511628,0,0.302946485,-0.0076995671,-0.0855081732,-0.0186776398
0.1705426357,0.6124031008,0,0.3038340464,-0.0075502546,-0.0840237126,-0.0198375775
0.1705426357,0.6201550388,0,0.3047570427,-0.0073921279,-0.082445868,-0.0209510266
0.1705426357,0.6279069767,0,0.3057087155,-0.007225563,-0.0807779508,-0.0220139592
0.1705426357,0.6356589147,0,0.3066809604,-0.0070509669,-0.0790235735,-0.0230224244
0.1705426357,0.6434108527,0,0.3076643364,-0.0068687769,-0.0771866463,-0.0239725689
0.1705426357,0.6511627907,0,0.3086480836,-0.0066794596,-0.0752713723,-0.0248606592
0.1705426357,0.6589147287,0,0.3096201519,-0.00648351,-0.0732822407,-0.0256831036
0.1705426357,0.6666666667,0,0.3105672383,-0.0062814504,-0.0712240192,-0.0264364747
0.1705426357,0.6744186047,0,0.3114748341,-0.006073829,-0.0691017438,-0.0271175321
0.1705426357,0.6821705426,0,0.3123272794,-0.0058612183,-0.0669207074,-0.0277232448
0.1705426357,0.6899224806,0,0.3131078268,-0.0056442132,-0.0646864468,-0.0282508135
0.1705426357,0.6976744186,0,0.3137987116,-0.0054234297,-0.0624047276,-0.028697693
0.1705426357,0.7054263566,0,0.3143812285,-0.0051995021,-0.0600815274,-0.0290616137
0.1705426357,0.7131782946,0,0.3148358135,-0.0049730815,-0.0577230174,-0.0293406029
0.1705426357,0.7209302326,0,0.3151421309,-0.0047448328,-0.0553355422,-0.0295330053
0.1705426357,0.7286821705,0,0.3152791622,-0.0045154326,-0.052925598,-0.0296375024
0.1705426357,0.7364341085,0,0.3152252981,-0.0042855663,-0.0504998088,-0.0296531317
0.1705426357,0.7441860465,0,0.3149584305,-0.0040559253,-0.0480649017,-0.029579304
0.1705426357,0.7519379845,0,0.3144560432,-0.0038272042,-0.0456276802,-0.0294158202
0.1705426357,0.7596899225,0,0.3136953012,-0.0036000973,-0.0431949964,-0.0291628867
0.1705426357,0.7674418605,0,0.3126531356,-0.003375296,-0.0407737217,-0.0288211296
0.1705426357,0.7751937984,0,0.311306323,-0.0031534849,-0.0383707169,-0.0283916073
0.1705426357,0.7829457364,0,0.3096315587,-0.0029353389,-0.035992801,-0.0278758222
0.1705426357,0.7906976744,0,0.3076055215,-0.0027215195,-0.0336467195,-0.0272757306
0.1705426357,0.7984496124,0,0.3052049287,-0.002512671,-0.0313391121,-0.0265937519
0.1705426357,0.8062015504,0,0.3024065815,-0.0023094174,-0.0290764798,-0.025832776
0.1705426357,0.8139534884,0,0.2991873976,-0.0021123583,-0.0268651528,-0.0249961692
0.1705426357,0.8217054264,0,0.2955244328,-0.0019220654,-0.0247112579,-0.0240877804
0.1705426357,0.8294573643,0,0.2913948892,-0.0017390787,-0.0226206863,-0.0231119441
0.1705426357,0.8372093023,0,0.2867761105,-0.0015639026,-0.0205990628,-0.0220734847
0.1705426357,0.8449612403,0,0.2816455656,-0.0013970023,-0.0186517156,-0.0209777185
0.1705426357,0.8527131783,0,0.2759808191,-0.0012387998,-0.0167836479,-0.0198304554
0.1705426357,0.8604651163,0,0.269759492,-0.0010896702,-0.0149995108,-0.0186380012
0.1705426357,0.8682170543,0,0.262959213,-0.0009499377,-0.0133035788,-0.0174071565
0.1705426357,0.8759689922,0,0.2555575623,-0.0008198721,-0.0116997279,-0.0161452233
0.1705426357,0.8837209302,0,0.2475320121,-0.0006996845,-0.0101914159,-0.0148599908
0.1705426357,0.8914728682,0,0.2388598636,-0.0005895234,-0.008781667,-0.0135597752
0.1705426357,0.8992248062,0,0.2295181935,-0.0004894716,-0.0074730598,-0.0122533192
0.1705426357,0.9069767442,0,0.219483792,-0.0003995412,-0.0062677195,-0.010950058
0.1705426357,0.9147286822,0,0.2087331504,-0.0003196708,-0.0051673147,-0.0096594265
0.1705426357,0.9224806202,0,0.197242385,-0.0002497207,-0.0041730605,-0.0083926769
0.1705426357,0.9302325581,0,0.1849873648,-0.0001894695,-0.0032857261,-0.007158122
0.1705426357,0.9379844961,0,0.1719435002,-0.0001386104,-0.0025056497,-0.00597359
0.1705426357,0.9457364341,0,0.1580863215,-9.6746505859E-05,-0.0018327604,-0.0048338158
0.1705426357,0.9534883721,0,0.1433906653,-6.3387870327E-05,-0.0012666075,-0.0037957992
0.1705426357,0.9612403101,0,0.1278325396,-3.7947057534E-05,-0.0008063978,-0.0027553238
0.1705426357,0.9689922481,0,0.111386605,-1.9735645335E-05,-0.0004510425,-0.0020319991
0.1705426357,0.976744186,0,0.0940327678,-7.960476376E-06,-0.000199212,-0.0008375655
0.1705426357,0.984496124,0,0.0756997483,-1.720382461E-06,-4.9399613466E-05,-0.0012858295
0.1705426357,0.992248062,0,0.0575116851,0,0,0.0016143495
0.1782945736,0,0,0.1812758922,0,0,-0.0046095088
0.1782945736,0.007751938,0,0.18817314,-5.438293384E-06,-8.7276350722E-05,0.0037206116
0.1782945736,0.015503876,0,0.1952310021,-2.2149377232E-05,-0.0003407178,0.0020194828
0.1782945736,0.023255814,0,0.2012575862,-5.0457315524E-05,-0.0007521391,0.0047452299
0.1782945736,0.0310077519,0,0.2064186275,-9.0564127474E-05,-0.0013136912,0.0058117757
0.1782945736,0.0387596899,0,0.210798157,-0.0001425647,-0.0020178429,0.0075250565
0.1782945736,0.0465116279,0,0.2144865091,-0.0002064565,-0.0028573399,0.0089873389
0.1782945736,0.0542635659,0,0.217567991,-0.0002821497,-0.003825179,0.0105263469
0.1782945736,0.0620155039,0,0.2201228788,-0.000369477,-0.0049145792,0.0120033942
0.1782945736,0.0697674419,0,0.2222267677,-0.0004682018,-0.0061189577,0.0134595329
0.1782945736,0.0775193798,0,0.223950262,-0.0005780276,-0.0074319073,0.0148686511
0.1782945736,0.0852713178,0,0.2253589226,-0.0006986054,-0.0088471776,0.0162316821
0.1782945736,0.0930232558,0,0.2265130732,-0.0008295411,-0.0103586587,0.0175405183
0.1782945736,0.1007751938,0,0.2274677898,-0.0009704025,-0.0119603678,0.0187916931
0.1782945736,0.1085271318,0,0.2282728725,-0.0011207253,-0.0136464372,0.0199810538
0.1782945736,0.1162790698,0,0.2289729007,-0.001280019,-0.0154111062,0.0211056973
0.1782945736,0.1240310078,0,0.2296073153,-0.0014477717,-0.0172487127,0.0221631341
0.1782945736,0.1317829457,0,0.2302105493,-0.001623455,-0.0191536881,0.0231515149
